Campaign Type,Placement,Device,Spend,Impressions,Views,Clicks,Conversions,Ad Type,date
CRM,Facebook Audience Network,Mobile,72.81,1601,166,11,15.0,Infographic,2024-02-07
CRM,GDN,Mobile,61.14,1344,468,32,31.0,Lifestyle,2024-02-07
Prospecting,Instagram,Mobile,83.62,2090,492,24,15.0,Product,2024-02-07
Retargeting,Facebook News Feed,Mobile,66.01,1320,337,33,31.0,Lifestyle,2024-02-07
Retargeting,Facebook News Feed,Mobile,63.85,1277,50,5,15.0,Infographic,2024-02-07
Retargeting,Facebook News Feed,Desktop,102.88,2057,72,7,15.0,Lifestyle,2024-02-07
Retargeting,Instagram,Mobile,115.79,2315,599,59,31.0,Infographic,2024-02-07
Prospecting,GDN,Mobile,69.93,1748,51,2,15.0,Infographic,2024-02-07
Prospecting,Facebook News Feed,Desktop,105.05,2626,124,6,15.0,Product,2024-02-07
Prospecting,Instagram,Desktop,91.02,2275,261,13,15.0,Product,2024-02-07
Retargeting,Facebook Audience Network,Desktop,81.83,1636,779,77,46.0,Product,2024-02-07
CRM,GDN,Mobile,60.31,1326,574,40,31.0,Infographic,2024-02-07
Prospecting,Instagram,Desktop,117.15,2928,329,16,15.0,Lifestyle,2024-02-07
Prospecting,GDN,Desktop,61.36,1534,322,16,15.0,Lifestyle,2024-02-07
Prospecting,Facebook Audience Network,Mobile,87.92,2198,240,12,15.0,Infographic,2024-02-07
Retargeting,Instagram,Desktop,93.55,1870,284,28,15.0,Infographic,2024-02-07
Retargeting,GDN,Mobile,114.14,2282,290,29,31.0,Lifestyle,2024-02-07
Retargeting,Instagram,Mobile,125.35,2506,210,21,15.0,Lifestyle,2024-02-07
Prospecting,Facebook News Feed,Mobile,74.21,1855,365,18,15.0,Infographic,2024-02-07
Retargeting,GDN,Mobile,122.38,2447,718,71,31.0,Lifestyle,2024-02-07
Retargeting,Instagram,Mobile,144.42,2888,321,32,31.0,Lifestyle,2024-02-07
Retargeting,Facebook News Feed,Desktop,101.33,2026,357,35,31.0,Infographic,2024-02-07
Retargeting,Facebook Audience Network,Mobile,115.7,2313,916,91,61.0,Infographic,2024-02-07
CRM,GDN,Desktop,54.1,1190,93,6,15.0,Product,2024-02-07
Prospecting,GDN,Mobile,80.29,2007,710,35,31.0,Product,2024-02-07
Retargeting,Facebook Audience Network,Desktop,96.47,1929,862,86,46.0,Lifestyle,2024-02-07
Retargeting,Facebook News Feed,Mobile,115.94,2318,168,16,15.0,Infographic,2024-02-07
Retargeting,Facebook Audience Network,Mobile,124.09,2481,515,51,46.0,Lifestyle,2024-02-07
Retargeting,GDN,Mobile,97.81,1956,97,9,15.0,Infographic,2024-02-07
Retargeting,Instagram,Desktop,130.67,2613,349,34,31.0,Lifestyle,2024-02-07
Retargeting,Facebook News Feed,Desktop,130.6,2612,735,73,61.0,Lifestyle,2024-02-07
Retargeting,Facebook News Feed,Desktop,116.94,2338,578,57,46.0,Infographic,2024-02-07
Prospecting,Facebook News Feed,Mobile,72.26,1806,649,32,31.0,Product,2024-02-07
Prospecting,Facebook Audience Network,Mobile,70.82,1770,840,42,31.0,Product,2024-02-07
Retargeting,Facebook Audience Network,Desktop,83.75,1675,400,40,15.0,Infographic,2024-02-07
Retargeting,Instagram,Mobile,118.98,2379,750,75,31.0,Lifestyle,2024-02-07
Prospecting,Instagram,Desktop,61.82,1545,450,22,15.0,Lifestyle,2024-02-07
Prospecting,Facebook News Feed,Mobile,90.15,2253,820,41,31.0,Lifestyle,2024-02-06
CRM,Instagram,Desktop,49.19,1082,418,29,15.0,Infographic,2024-02-06
Prospecting,Facebook Audience Network,Desktop,92.35,2308,1027,51,31.0,Product,2024-02-06
Retargeting,Instagram,Mobile,100.34,2006,323,32,15.0,Infographic,2024-02-06
Retargeting,Facebook Audience Network,Desktop,126.67,2533,368,36,31.0,Product,2024-02-06
Prospecting,Instagram,Mobile,97.12,2428,555,27,31.0,Product,2024-02-06
Retargeting,GDN,Mobile,128.7,2574,1142,114,77.0,Infographic,2024-02-06
Prospecting,Facebook Audience Network,Mobile,101.91,2547,1004,50,31.0,Product,2024-02-06
CRM,GDN,Desktop,61.44,1351,189,13,15.0,Product,2024-02-06
Prospecting,Facebook Audience Network,Desktop,62.62,1565,621,31,15.0,Product,2024-02-06
Retargeting,Instagram,Desktop,78.95,1578,415,41,31.0,Lifestyle,2024-02-06
Prospecting,GDN,Mobile,48.7,1217,105,5,15.0,Infographic,2024-02-06
Retargeting,Instagram,Mobile,78.33,1566,164,16,15.0,Lifestyle,2024-02-06
Prospecting,Facebook Audience Network,Desktop,81.03,2025,637,31,31.0,Infographic,2024-02-06
CRM,GDN,Mobile,54.4,1196,345,24,15.0,Lifestyle,2024-02-06
Retargeting,Facebook News Feed,Mobile,96.4,1927,97,9,15.0,Product,2024-02-06
CRM,Instagram,Desktop,64.93,1428,485,33,15.0,Lifestyle,2024-02-06
CRM,Facebook Audience Network,Desktop,56.96,1253,330,23,15.0,Lifestyle,2024-02-06
Retargeting,GDN,Mobile,77.56,1551,369,36,15.0,Infographic,2024-02-06
Retargeting,Instagram,Mobile,98.94,1978,441,44,46.0,Infographic,2024-02-06
Retargeting,GDN,Desktop,82.03,1640,119,11,15.0,Lifestyle,2024-02-06
Retargeting,Instagram,Desktop,94.58,1891,852,85,31.0,Infographic,2024-02-06
Retargeting,Instagram,Mobile,126.86,2537,298,29,31.0,Product,2024-02-06
Prospecting,Instagram,Mobile,75.94,1898,855,42,31.0,Product,2024-02-06
Retargeting,GDN,Mobile,135.42,2708,1166,116,61.0,Product,2024-02-06
Retargeting,GDN,Desktop,128.63,2572,706,70,61.0,Infographic,2024-02-06
CRM,Instagram,Mobile,54.21,1192,92,6,15.0,Infographic,2024-02-06
Retargeting,Facebook News Feed,Mobile,77.78,1555,296,29,31.0,Lifestyle,2024-02-06
CRM,Facebook News Feed,Mobile,59.47,1308,446,31,31.0,Infographic,2024-02-06
Retargeting,Facebook News Feed,Mobile,123.07,2461,479,47,46.0,Lifestyle,2024-02-06
Retargeting,Facebook Audience Network,Mobile,90.2,1803,733,73,46.0,Infographic,2024-02-06
Prospecting,Facebook News Feed,Mobile,93.62,2340,873,43,46.0,Infographic,2024-02-06
Prospecting,GDN,Desktop,98.13,2453,521,26,15.0,Lifestyle,2024-02-06
CRM,Facebook News Feed,Desktop,52.26,1149,374,26,15.0,Product,2024-02-06
Prospecting,GDN,Desktop,69.86,1746,426,21,15.0,Infographic,2024-02-06
CRM,Facebook Audience Network,Mobile,67.13,1476,100,7,15.0,Lifestyle,2024-02-06
Retargeting,GDN,Desktop,103.04,2060,621,62,31.0,Infographic,2024-02-06
Retargeting,GDN,Mobile,86.28,1725,758,75,46.0,Infographic,2024-02-06
Prospecting,GDN,Mobile,74.72,1867,834,41,31.0,Infographic,2024-02-06
CRM,Facebook News Feed,Mobile,59.29,1304,243,17,15.0,Infographic,2024-02-06
CRM,Instagram,Mobile,44.35,975,22,1,15.0,Infographic,2024-02-06
Retargeting,GDN,Mobile,115.31,2306,465,46,31.0,Lifestyle,2024-02-06
Retargeting,Facebook News Feed,Desktop,90.43,1808,224,22,15.0,Infographic,2024-02-06
Prospecting,Facebook News Feed,Desktop,38.24,956,352,17,15.0,Lifestyle,2024-02-06
Retargeting,Facebook News Feed,Desktop,99.52,1990,443,44,31.0,Lifestyle,2024-02-06
CRM,Instagram,Mobile,52.58,1156,268,18,15.0,Product,2024-02-06
CRM,Instagram,Desktop,76.89,1691,532,37,15.0,Lifestyle,2024-02-06
Retargeting,Instagram,Mobile,88.29,1765,313,31,31.0,Lifestyle,2024-02-06
Prospecting,Instagram,Desktop,63.54,1588,119,5,15.0,Product,2024-02-06
Prospecting,Facebook Audience Network,Desktop,87.62,2190,980,49,31.0,Infographic,2024-02-06
Retargeting,Instagram,Desktop,86.79,1735,480,48,46.0,Product,2024-02-05
CRM,Instagram,Desktop,52.21,1148,119,8,15.0,Infographic,2024-02-05
Prospecting,Instagram,Desktop,87.64,2191,709,35,15.0,Infographic,2024-02-05
CRM,GDN,Desktop,49.6,1091,135,9,15.0,Lifestyle,2024-02-05
Retargeting,GDN,Mobile,70.85,1417,76,7,15.0,Infographic,2024-02-05
CRM,Instagram,Mobile,77.26,1699,353,24,15.0,Product,2024-02-05
Retargeting,Facebook Audience Network,Mobile,111.59,2231,1081,108,77.0,Product,2024-02-05
Retargeting,GDN,Mobile,94.72,1894,935,93,46.0,Infographic,2024-02-05
CRM,Facebook News Feed,Mobile,59.97,1319,85,5,15.0,Product,2024-02-05
Retargeting,GDN,Desktop,110.12,2202,0,5,15.0,Product,2024-02-05
Retargeting,Facebook News Feed,Mobile,119.47,2389,76,7,15.0,Lifestyle,2024-02-05
CRM,GDN,Mobile,52.44,1153,521,36,31.0,Lifestyle,2024-02-05
CRM,Instagram,Mobile,63.66,1400,443,31,31.0,Lifestyle,2024-02-05
Prospecting,GDN,Mobile,72.4,1809,580,29,15.0,Infographic,2024-02-05
Prospecting,Instagram,Mobile,77.17,1929,147,7,15.0,Lifestyle,2024-02-05
Retargeting,Instagram,Mobile,103.21,2064,573,57,46.0,Product,2024-02-05
Retargeting,GDN,Mobile,99.87,1997,524,52,46.0,Lifestyle,2024-02-05
Retargeting,Facebook News Feed,Mobile,114.71,2294,185,18,15.0,Product,2024-02-05
Prospecting,Facebook News Feed,Mobile,87.31,2182,521,26,15.0,Lifestyle,2024-02-05
Prospecting,GDN,Desktop,57.38,1434,161,8,15.0,Product,2024-02-05
Prospecting,Instagram,Mobile,59.63,1490,289,14,15.0,Lifestyle,2024-02-05
Prospecting,Facebook News Feed,Mobile,74.45,1861,925,46,31.0,Lifestyle,2024-02-05
Retargeting,Facebook Audience Network,Desktop,136.57,2731,195,19,15.0,Lifestyle,2024-02-05
Retargeting,Instagram,Desktop,82.97,1659,33,3,15.0,Lifestyle,2024-02-05
Retargeting,GDN,Mobile,95.84,1916,671,67,61.0,Product,2024-02-05
Prospecting,Instagram,Mobile,71.95,1798,596,29,15.0,Lifestyle,2024-02-05
Retargeting,Facebook Audience Network,Mobile,88.92,1778,569,56,31.0,Infographic,2024-02-05
CRM,Facebook Audience Network,Desktop,61.78,1359,407,28,31.0,Lifestyle,2024-02-05
Retargeting,Facebook News Feed,Mobile,128.02,2560,536,53,31.0,Lifestyle,2024-02-05
Retargeting,Facebook Audience Network,Desktop,109.12,2182,35,3,15.0,Infographic,2024-02-05
Retargeting,Instagram,Desktop,83.93,1678,263,26,31.0,Product,2024-02-05
Prospecting,Facebook News Feed,Desktop,121.3,3032,1405,70,31.0,Infographic,2024-02-05
Prospecting,Facebook Audience Network,Desktop,81.18,2029,113,5,15.0,Product,2024-02-05
Retargeting,Facebook News Feed,Desktop,88.46,1769,616,61,31.0,Infographic,2024-02-05
Retargeting,Facebook News Feed,Mobile,128.24,2564,604,60,46.0,Infographic,2024-02-05
Prospecting,GDN,Mobile,72.96,1824,600,30,15.0,Infographic,2024-02-05
Retargeting,Facebook News Feed,Desktop,133.26,2665,442,44,31.0,Product,2024-02-05
CRM,Facebook News Feed,Desktop,51.29,1128,162,11,15.0,Lifestyle,2024-02-05
Prospecting,Facebook Audience Network,Desktop,101.45,2536,37,1,15.0,Lifestyle,2024-02-05
Retargeting,Instagram,Desktop,104.02,2080,91,9,15.0,Infographic,2024-02-05
Retargeting,Instagram,Mobile,125.82,2516,630,63,46.0,Product,2024-02-05
CRM,Facebook Audience Network,Desktop,79.02,1738,722,50,46.0,Product,2024-02-05
Retargeting,Instagram,Desktop,77.35,1546,671,67,31.0,Lifestyle,2024-02-05
Retargeting,Facebook News Feed,Mobile,125.52,2510,100,10,15.0,Product,2024-02-05
CRM,GDN,Mobile,45.91,1010,368,25,15.0,Product,2024-02-05
CRM,Facebook News Feed,Mobile,49.53,1089,506,35,31.0,Infographic,2024-02-05
CRM,Facebook News Feed,Mobile,51.97,1143,178,12,15.0,Product,2024-02-05
Prospecting,GDN,Desktop,87.55,2188,283,14,15.0,Product,2024-02-05
Retargeting,Facebook Audience Network,Desktop,100.66,2013,951,95,77.0,Infographic,2024-02-05
Retargeting,Facebook News Feed,Desktop,96.66,1933,354,35,31.0,Lifestyle,2024-02-05
Prospecting,Facebook News Feed,Desktop,82.19,2054,487,24,15.0,Lifestyle,2024-02-04
Prospecting,Facebook Audience Network,Desktop,88.87,2221,1005,50,31.0,Product,2024-02-04
Retargeting,Facebook News Feed,Desktop,113.36,2267,278,27,31.0,Infographic,2024-02-04
CRM,Facebook News Feed,Desktop,70.94,1560,543,38,31.0,Lifestyle,2024-02-04
Retargeting,Instagram,Desktop,136.4,2728,649,64,31.0,Product,2024-02-04
Retargeting,Facebook Audience Network,Desktop,99.57,1991,592,59,46.0,Lifestyle,2024-02-04
Retargeting,Facebook News Feed,Mobile,89.58,1791,354,35,31.0,Product,2024-02-04
Retargeting,Facebook News Feed,Desktop,112.27,2245,194,19,15.0,Lifestyle,2024-02-04
Retargeting,GDN,Mobile,77.11,1542,92,9,15.0,Infographic,2024-02-04
Retargeting,GDN,Mobile,86.43,1728,432,43,31.0,Infographic,2024-02-04
Retargeting,GDN,Mobile,119.99,2399,557,55,46.0,Lifestyle,2024-02-04
Prospecting,Facebook News Feed,Mobile,78.14,1953,26,1,15.0,Infographic,2024-02-04
Prospecting,Facebook News Feed,Desktop,61.88,1546,414,20,15.0,Lifestyle,2024-02-04
Prospecting,GDN,Mobile,57.65,1441,161,8,15.0,Lifestyle,2024-02-04
CRM,Instagram,Mobile,60.49,1330,100,7,15.0,Infographic,2024-02-04
Retargeting,Instagram,Desktop,122.84,2456,698,69,46.0,Product,2024-02-04
Retargeting,Instagram,Mobile,122.57,2451,157,15,15.0,Infographic,2024-02-04
CRM,Instagram,Desktop,61.11,1344,491,34,31.0,Product,2024-02-04
Retargeting,Facebook Audience Network,Desktop,140.18,2803,918,91,46.0,Product,2024-02-04
CRM,GDN,Desktop,58.95,1296,8,5,15.0,Product,2024-02-04
Retargeting,Facebook News Feed,Desktop,97.23,1944,211,21,15.0,Lifestyle,2024-02-04
CRM,GDN,Mobile,34.33,755,311,21,15.0,Product,2024-02-04
Retargeting,Instagram,Desktop,91.05,1821,678,67,46.0,Product,2024-02-04
CRM,Facebook News Feed,Mobile,68.52,1507,110,7,15.0,Infographic,2024-02-04
Prospecting,Facebook Audience Network,Mobile,103.46,2586,840,42,31.0,Lifestyle,2024-02-04
CRM,GDN,Desktop,51.7,1137,202,14,15.0,Lifestyle,2024-02-04
Retargeting,Facebook News Feed,Mobile,109.25,2184,1088,108,77.0,Product,2024-02-04
Prospecting,Facebook News Feed,Desktop,95.7,2392,1184,59,46.0,Infographic,2024-02-04
CRM,Instagram,Mobile,60.11,1322,413,28,15.0,Product,2024-02-04
Prospecting,Instagram,Mobile,45.75,1143,265,13,15.0,Lifestyle,2024-02-04
Prospecting,GDN,Mobile,83.71,2092,571,28,31.0,Infographic,2024-02-04
Prospecting,Facebook Audience Network,Mobile,91.42,2285,204,10,15.0,Lifestyle,2024-02-04
Retargeting,Facebook News Feed,Desktop,81.05,1621,666,66,46.0,Lifestyle,2024-02-04
Prospecting,Instagram,Desktop,76.19,1904,583,29,31.0,Lifestyle,2024-02-04
Prospecting,GDN,Mobile,62.67,1566,155,7,15.0,Lifestyle,2024-02-04
CRM,Instagram,Mobile,34.3,754,172,12,15.0,Lifestyle,2024-02-04
Retargeting,GDN,Mobile,120.54,2410,307,30,31.0,Infographic,2024-02-04
Retargeting,Instagram,Mobile,99.93,1998,449,44,31.0,Infographic,2024-02-04
CRM,Facebook Audience Network,Desktop,75.98,1671,61,4,15.0,Lifestyle,2024-02-04
CRM,Facebook News Feed,Mobile,68.57,1508,372,26,15.0,Product,2024-02-04
Retargeting,Instagram,Mobile,92.92,1858,459,45,31.0,Product,2024-02-04
Prospecting,Facebook News Feed,Mobile,78.75,1968,474,23,15.0,Lifestyle,2024-02-04
Retargeting,GDN,Desktop,111.32,2226,85,8,15.0,Infographic,2024-02-04
Retargeting,Facebook Audience Network,Mobile,119.34,2386,1166,116,46.0,Product,2024-02-04
Retargeting,Facebook News Feed,Desktop,106.45,2129,1030,103,77.0,Infographic,2024-02-04
Retargeting,Instagram,Desktop,122.11,2442,294,29,15.0,Infographic,2024-02-04
Prospecting,Facebook News Feed,Mobile,75.55,1888,690,34,31.0,Product,2024-02-04
Retargeting,Facebook News Feed,Mobile,80.06,1601,738,73,31.0,Product,2024-02-04
CRM,GDN,Mobile,59.35,1305,518,36,31.0,Infographic,2024-02-04
CRM,Facebook Audience Network,Desktop,62.05,1365,651,45,31.0,Product,2024-02-04
Prospecting,Facebook Audience Network,Desktop,61.98,1549,525,26,31.0,Lifestyle,2024-02-03
Prospecting,Facebook News Feed,Mobile,59.95,1498,33,1,15.0,Product,2024-02-03
Retargeting,Facebook News Feed,Desktop,108.95,2178,751,75,31.0,Infographic,2024-02-03
CRM,GDN,Mobile,55.94,1230,328,22,15.0,Infographic,2024-02-03
Prospecting,Facebook News Feed,Mobile,77.51,1937,831,41,31.0,Infographic,2024-02-03
Retargeting,GDN,Mobile,92.81,1856,608,60,31.0,Infographic,2024-02-03
CRM,Facebook Audience Network,Mobile,75.21,1654,779,54,31.0,Infographic,2024-02-03
CRM,Facebook Audience Network,Mobile,72.62,1597,637,44,46.0,Infographic,2024-02-03
CRM,GDN,Mobile,47.63,1047,33,2,15.0,Lifestyle,2024-02-03
Prospecting,Facebook News Feed,Desktop,72.01,1800,794,39,31.0,Infographic,2024-02-03
Prospecting,Facebook Audience Network,Desktop,92.75,2318,405,20,15.0,Infographic,2024-02-03
Retargeting,Instagram,Desktop,112.04,2240,1041,104,77.0,Lifestyle,2024-02-03
CRM,GDN,Mobile,59.59,1310,429,30,31.0,Infographic,2024-02-03
CRM,Facebook Audience Network,Mobile,48.62,1069,427,29,15.0,Infographic,2024-02-03
Retargeting,Facebook Audience Network,Mobile,86.35,1726,292,29,15.0,Lifestyle,2024-02-03
Retargeting,Facebook Audience Network,Desktop,89.66,1793,579,57,31.0,Product,2024-02-03
Retargeting,Instagram,Mobile,105.54,2110,47,4,15.0,Product,2024-02-03
CRM,Instagram,Desktop,77.04,1694,690,48,31.0,Infographic,2024-02-03
CRM,Instagram,Mobile,53.13,1168,83,5,15.0,Product,2024-02-03
Retargeting,Facebook News Feed,Desktop,79.48,1589,606,60,46.0,Product,2024-02-03
Prospecting,GDN,Mobile,78.37,1959,307,15,15.0,Lifestyle,2024-02-03
Retargeting,Facebook News Feed,Mobile,120.63,2412,251,25,15.0,Product,2024-02-03
CRM,Instagram,Desktop,45.53,1001,480,33,31.0,Infographic,2024-02-03
CRM,GDN,Desktop,74.54,1639,179,12,15.0,Lifestyle,2024-02-03
CRM,Facebook News Feed,Desktop,58.28,1282,595,41,31.0,Product,2024-02-03
Retargeting,Facebook News Feed,Mobile,85.31,1706,309,30,31.0,Infographic,2024-02-03
Retargeting,Facebook News Feed,Desktop,68.0,1359,425,42,31.0,Lifestyle,2024-02-03
Retargeting,Instagram,Desktop,114.13,2282,38,3,15.0,Infographic,2024-02-03
Retargeting,Facebook Audience Network,Mobile,96.58,1931,278,27,31.0,Product,2024-02-03
CRM,GDN,Mobile,61.71,1357,624,43,15.0,Infographic,2024-02-03
CRM,Instagram,Desktop,50.99,1121,375,26,15.0,Product,2024-02-03
CRM,GDN,Mobile,56.81,1249,40,2,15.0,Product,2024-02-03
CRM,Instagram,Desktop,55.13,1212,46,3,15.0,Product,2024-02-03
Prospecting,Facebook News Feed,Desktop,78.49,1962,483,24,31.0,Product,2024-02-03
Prospecting,Facebook News Feed,Desktop,69.96,1748,184,9,15.0,Product,2024-02-03
CRM,Facebook Audience Network,Mobile,44.66,982,71,4,15.0,Lifestyle,2024-02-03
CRM,Facebook Audience Network,Desktop,87.28,1920,568,39,31.0,Product,2024-02-03
Retargeting,GDN,Desktop,72.73,1454,573,57,31.0,Lifestyle,2024-02-03
Retargeting,Facebook Audience Network,Mobile,103.63,2072,341,34,31.0,Infographic,2024-02-03
Retargeting,Facebook Audience Network,Desktop,64.56,1291,568,56,46.0,Infographic,2024-02-03
CRM,GDN,Desktop,40.03,880,242,16,15.0,Lifestyle,2024-02-03
Prospecting,Instagram,Desktop,81.47,2036,994,49,31.0,Lifestyle,2024-02-03
Retargeting,Facebook Audience Network,Mobile,103.49,2069,327,32,15.0,Infographic,2024-02-03
Prospecting,Instagram,Desktop,98.92,2473,152,7,15.0,Lifestyle,2024-02-03
Prospecting,Facebook News Feed,Mobile,85.99,2149,728,36,31.0,Lifestyle,2024-02-03
Retargeting,Facebook Audience Network,Mobile,97.0,1940,423,42,31.0,Product,2024-02-03
Retargeting,Facebook News Feed,Desktop,81.01,1620,231,23,15.0,Infographic,2024-02-03
Prospecting,Facebook News Feed,Desktop,102.49,2562,175,8,15.0,Lifestyle,2024-02-03
Prospecting,Instagram,Mobile,93.93,2348,550,27,31.0,Lifestyle,2024-02-03
Prospecting,GDN,Desktop,61.31,1532,142,7,15.0,Lifestyle,2024-02-03
Prospecting,Facebook Audience Network,Desktop,80.57,2014,16,5,15.0,Product,2024-02-02
CRM,Instagram,Mobile,61.44,1351,248,17,15.0,Infographic,2024-02-02
Prospecting,GDN,Desktop,74.82,1870,34,1,15.0,Infographic,2024-02-02
Prospecting,Facebook News Feed,Desktop,91.58,2289,800,40,31.0,Lifestyle,2024-02-02
CRM,Facebook Audience Network,Mobile,68.32,1502,145,10,15.0,Lifestyle,2024-02-02
Retargeting,Facebook News Feed,Desktop,96.19,1923,925,92,61.0,Product,2024-02-02
Retargeting,Facebook News Feed,Mobile,94.38,1887,726,72,61.0,Lifestyle,2024-02-02
Retargeting,Facebook Audience Network,Mobile,129.98,2599,164,16,15.0,Lifestyle,2024-02-02
Prospecting,GDN,Desktop,93.99,2349,1134,56,46.0,Product,2024-02-02
Prospecting,GDN,Mobile,81.09,2027,646,32,15.0,Lifestyle,2024-02-02
Prospecting,Facebook Audience Network,Desktop,55.56,1389,73,3,15.0,Infographic,2024-02-02
Retargeting,Facebook Audience Network,Desktop,106.88,2137,667,66,46.0,Infographic,2024-02-02
Retargeting,Instagram,Mobile,113.96,2279,353,35,31.0,Infographic,2024-02-02
Retargeting,Instagram,Mobile,44.91,898,273,27,31.0,Product,2024-02-02
Retargeting,Facebook News Feed,Mobile,105.04,2100,942,94,61.0,Product,2024-02-02
Prospecting,Facebook Audience Network,Mobile,73.75,1843,278,13,15.0,Infographic,2024-02-02
Retargeting,GDN,Mobile,95.58,1911,659,65,46.0,Infographic,2024-02-02
Retargeting,Facebook News Feed,Mobile,81.85,1637,30,3,15.0,Product,2024-02-02
CRM,Facebook News Feed,Desktop,58.52,1287,525,36,15.0,Lifestyle,2024-02-02
Retargeting,Facebook News Feed,Desktop,127.84,2556,509,50,46.0,Lifestyle,2024-02-02
Prospecting,Facebook News Feed,Mobile,73.3,1832,513,25,15.0,Product,2024-02-02
Prospecting,GDN,Desktop,94.48,2362,177,8,15.0,Infographic,2024-02-02
Retargeting,Facebook News Feed,Mobile,83.87,1677,328,32,31.0,Product,2024-02-02
Prospecting,Facebook Audience Network,Mobile,91.38,2284,800,40,15.0,Infographic,2024-02-02
CRM,Instagram,Desktop,60.02,1320,171,11,15.0,Product,2024-02-02
CRM,GDN,Desktop,63.52,1397,395,27,15.0,Product,2024-02-02
Retargeting,Facebook Audience Network,Mobile,100.14,2002,594,59,31.0,Product,2024-02-02
CRM,Facebook Audience Network,Mobile,66.42,1461,34,2,15.0,Product,2024-02-02
Retargeting,Facebook Audience Network,Mobile,48.65,972,296,29,15.0,Product,2024-02-02
Retargeting,Instagram,Desktop,71.6,1432,468,46,31.0,Product,2024-02-02
Retargeting,Instagram,Mobile,108.34,2166,621,62,31.0,Infographic,2024-02-02
CRM,Instagram,Mobile,39.56,870,234,16,15.0,Infographic,2024-02-02
Retargeting,Facebook Audience Network,Desktop,89.39,1787,38,3,15.0,Lifestyle,2024-02-02
Retargeting,Instagram,Desktop,98.91,1978,218,21,15.0,Product,2024-02-02
Prospecting,Facebook News Feed,Desktop,67.58,1689,216,10,15.0,Lifestyle,2024-02-02
Retargeting,Instagram,Mobile,86.17,1723,705,70,46.0,Lifestyle,2024-02-02
Retargeting,GDN,Mobile,105.43,2108,627,62,31.0,Product,2024-02-02
Retargeting,Facebook Audience Network,Desktop,120.19,2403,672,67,46.0,Product,2024-02-02
Retargeting,Facebook Audience Network,Mobile,80.83,1616,600,60,31.0,Lifestyle,2024-02-02
Retargeting,Facebook News Feed,Mobile,88.5,1769,419,41,31.0,Lifestyle,2024-02-02
Retargeting,Instagram,Desktop,85.37,1707,652,65,46.0,Product,2024-02-02
Prospecting,Instagram,Desktop,43.68,1091,173,8,15.0,Product,2024-02-02
